GeneID,GSM2791576,GSM2791580,GSM2791584,GSM2791588
105379514,0.0,0.0,0.0,0.0
105379513,0.0,0.0,0.0,0.0
441058,0.0,0.0,0.0,0.0
105372734,0.0,0.0,0.0,0.0
105372733,0.3499,0.3277,0.3708,0.2339
85319,0.2416,0.181,1.081,0.1794
105378260,0.2497,0.1404,0.9411,0.07421
7179,0.1927,0.1238,1.284,0.02454
149992,0.0,0.02503,0.1259,0.01985
100423018,0.0,0.0,0.0,0.0
102724188,0.0,0.0,0.0,0.0
317754,0.0,0.05943,0.1121,0.0
100423008,0.0,0.0,0.0,0.0
107985482,0.0,0.0,0.0,0.0
112268283,0.0,0.0,0.0,0.0
103504736,0.0,0.0,0.0,0.0
54055,0.0,0.0,0.08412,0.0
